"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2011M05","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","414",""
"2011M05","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2011M05","Austria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","191",""
"2011M05","Austria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","4.5",""
"2011M05","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","192",""
"2011M05","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.6",""
"2011M05","Poland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","1,624",""
"2011M05","Poland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.5",""
"2011M05","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","1,663",""
"2011M05","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2011M05","Portugal","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","659",""
"2011M05","Portugal","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","12.3",""
"2011M05","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","673",""
"2011M05","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.5",""
"2011M05","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","633",""
"2011M05","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.8",""
"2011M05","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","657",""
"2011M05","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2011M05","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","77",""
"2011M05","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","7.6",""
"2011M05","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","80",""
"2011M05","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2011M05","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","349",""
"2011M05","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","13.2",""
"2011M05","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","358",""
"2011M05","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.6",""
"2011M05","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","274",""
"2011M05","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.8",""
"2011M05","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","209",""
"2011M05","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2011M05","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","404",""
"2011M05","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.1",""
"2011M05","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","390",""
"2011M05","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2011M05","United Kingdom","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","2,469",""
"2011M05","United Kingdom","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","7.8",""
"2011M05","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","2,529",""
"2011M05","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2011M05","Iceland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","21",""
"2011M05","Iceland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","11.0",""
"2011M05","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","14",""
"2011M05","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2011M05","Norway","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","96",""
"2011M05","Norway","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","3.6",""
"2011M05","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","90",""
"2011M05","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.4",""
"2011M05","Turkey","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","2,288",""
"2011M05","Turkey","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.8",""
"2011M05","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","2,462",""
"2011M05","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2011M05","United States","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","13,420",""
"2011M05","United States","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.7",""
"2011M05","United States","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","13,858",""
"2011M05","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2011M05","Japan","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","3,130",""
"2011M05","Japan","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","4.7",""
"2011M05","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","3,050",""
"2011M05","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.6",""
"2011M06","European Union - 27 countries (from 2019)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","19,727",""
"2011M06","European Union - 27 countries (from 2019)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.5",""
"2011M06","European Union - 27 countries (from 2019)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","20,305",""
"2011M06","European Union - 27 countries (from 2019)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2011M06","European Union - 28 countries","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","22,281",""
"2011M06","European Union - 28 countries","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.3",""
"2011M06","European Union - 28 countries","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","22,842",""
"2011M06","European Union - 28 countries","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"2011M06","European Union - 27 countries (2007-2013)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","22,041",""
"2011M06","European Union - 27 countries (2007-2013)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.3",""
"2011M06","European Union - 27 countries (2007-2013)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","22,584",""
"2011M06","European Union - 27 countries (2007-2013)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"2011M06","European Union - 25 countries (2004-2006)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","21,054",""
"2011M06","European Union - 25 countries (2004-2006)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.3",""
"2011M06","European Union - 25 countries (2004-2006)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","21,575",""
"2011M06","European Union - 25 countries (2004-2006)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2011M06","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","15,017",""
